ticket_id,created_at,intent,subtopic,sentiment,priority,resolved_by,status,confidence,latency_seconds,tokens_used,region,channel,feedback
TKT-44331,2026-05-02 18:10:00,return_policy_question,opened item eligibility,neutral,low,ai,resolved,0.641,1.2,3856,IN,chat,down
TKT-44348,2026-05-02 18:18:00,payment_issue,invoice request,neutral,low,human,resolved,0.387,1.61,3894,IN,chat,
TKT-44322,2026-05-02 18:24:00,order_tracking,tracking not updating,neutral,low,ai,resolved,0.814,2.28,1897,EU,chat,
TKT-44310,2026-05-02 18:34:00,product_information,specifications,neutral,low,ai,resolved,0.901,1.22,1780,IN,chat,
TKT-44325,2026-05-02 18:38:00,product_information,stock availability,positive,low,ai,resolved,0.664,1.37,4077,IN,phone,
TKT-44338,2026-05-02 18:38:00,product_information,specifications,neutral,high,ai,resolved,0.867,2.36,1194,IN,chat,down
TKT-44335,2026-05-02 19:00:00,technical_support,wifi drops,positive,medium,ai,resolved,0.691,1.18,4161,IN,chat,
TKT-44330,2026-05-02 19:32:00,return_policy_question,return window,negative,low,human,resolved,0.64,2.59,2537,IN,chat,up
TKT-44347,2026-05-02 19:47:00,order_tracking,marked delivered not received,negative,low,ai,resolved,0.776,1.68,3158,IN,chat,up
TKT-44308,2026-05-02 19:57:00,order_tracking,where is my order,neutral,low,ai,resolved,0.789,0.75,2372,IN,chat,up
TKT-44327,2026-05-02 20:55:00,warranty_claim,battery health,negative,high,ai,resolved,0.99,1.29,2960,EU,chat,
TKT-44354,2026-05-03 09:21:00,order_tracking,delivery attempt failed,neutral,low,ai,open,0.66,0.9,2550,IN,phone,
TKT-44365,2026-05-03 10:42:00,shipping_delivery,delivery timeline,negative,low,ai,resolved,0.798,1.98,2908,IN,chat,up
TKT-44351,2026-05-03 11:09:00,shipping_delivery,white glove scheduling,neutral,medium,ai,resolved,0.75,1.2,2897,IN,chat,
TKT-44360,2026-05-03 11:38:00,product_information,model comparison,neutral,medium,human,resolved,0.475,3.25,1088,IN,email,up
TKT-44359,2026-05-03 11:39:00,return_policy_question,opened item eligibility,neutral,low,ai,resolved,0.808,1.47,1195,IN,email,up
TKT-44349,2026-05-03 12:08:00,account_management,data export,neutral,low,ai,resolved,0.701,1.53,3416,EU,chat,down
TKT-44364,2026-05-03 12:19:00,order_tracking,tracking not updating,positive,medium,ai,resolved,0.978,1.54,3192,IN,chat,up
TKT-44350,2026-05-03 12:27:00,shipping_delivery,address change,neutral,medium,human,resolved,0.475,3.44,3317,IN,chat,
TKT-44366,2026-05-03 12:47:00,technical_support,audio fault,negative,low,ai,resolved,0.802,1.4,3487,IN,chat,
TKT-44356,2026-05-03 13:05:00,order_tracking,delivery attempt failed,negative,medium,ai,resolved,0.726,2.18,1694,IN,chat,
TKT-44357,2026-05-03 13:52:00,return_policy_question,restocking fee,neutral,medium,ai,resolved,0.933,1.06,3629,IN,chat,
TKT-44361,2026-05-03 13:57:00,technical_support,audio fault,negative,medium,human,resolved,0.599,2.52,2528,IN,email,up
TKT-44362,2026-05-03 16:31:00,return_policy_question,return window,neutral,low,ai,resolved,0.855,1.23,1124,IN,chat,up
TKT-44358,2026-05-03 17:15:00,return_refund_request,exchange request,negative,high,human,resolved,0.397,2.79,1910,IN,chat,
TKT-44352,2026-05-03 17:24:00,technical_support,wifi drops,neutral,low,human,resolved,0.535,1.55,1964,IN,chat,
TKT-44363,2026-05-03 17:33:00,order_tracking,marked delivered not received,neutral,medium,ai,resolved,0.99,1.4,2054,IN,chat,up
TKT-44367,2026-05-03 17:38:00,payment_issue,emi query,negative,low,human,resolved,0.371,2.23,4089,IN,email,
TKT-44355,2026-05-03 18:55:00,return_policy_question,restocking fee,neutral,low,ai,resolved,0.99,2.21,2443,IN,chat,up
TKT-44353,2026-05-03 18:56:00,warranty_claim,dead pixels,negative,medium,human,resolved,0.482,2.52,1770,IN,chat,up
TKT-44439,2026-05-04 09:06:00,order_tracking,marked delivered not received,negative,medium,ai,resolved,0.99,1.72,2604,IN,chat,
TKT-44396,2026-05-04 09:08:00,product_information,extended warranty options,neutral,medium,ai,resolved,0.99,1.8,944,IN,email,down
TKT-44430,2026-05-04 09:22:00,technical_support,audio fault,negative,low,ai,resolved,0.804,0.87,1785,IN,phone,up
TKT-44423,2026-05-04 09:43:00,order_tracking,where is my order,neutral,high,ai,resolved,0.883,1.02,1908,IN,email,up
TKT-44427,2026-05-04 09:49:00,payment_issue,emi query,neutral,medium,ai,resolved,0.99,2.09,1827,IN,email,up
TKT-44438,2026-05-04 10:05:00,warranty_claim,keyboard failure,negative,medium,human,resolved,0.583,1.73,1287,IN,email,up
TKT-44377,2026-05-04 10:25:00,return_refund_request,change of mind return,neutral,low,ai,resolved,0.663,0.94,3682,IN,chat,
TKT-44429,2026-05-04 10:33:00,shipping_delivery,delivery timeline,positive,low,human,resolved,0.28,2.08,3390,IN,chat,
TKT-44397,2026-05-04 10:34:00,product_information,extended warranty options,positive,high,ai,open,0.941,1.39,2520,IN,chat,
TKT-44399,2026-05-04 10:39:00,account_management,password reset,negative,high,human,resolved,0.693,3.15,3981,IN,phone,
TKT-44390,2026-05-04 10:39:00,return_policy_question,restocking fee,neutral,low,ai,open,0.875,2.0,1974,IN,chat,
TKT-44376,2026-05-04 10:46:00,shipping_delivery,shipping cost,neutral,low,ai,resolved,0.79,1.01,1158,IN,chat,
TKT-44431,2026-05-04 10:56:00,technical_support,boot failure,negative,low,ai,resolved,0.736,1.55,3612,IN,email,up
TKT-44426,2026-05-04 11:07:00,order_tracking,where is my order,negative,medium,human,resolved,0.47,0.96,1501,IN,chat,up
TKT-44391,2026-05-04 11:23:00,product_information,extended warranty options,neutral,low,ai,resolved,0.715,2.29,4108,IN,email,
TKT-44432,2026-05-04 11:32:00,return_policy_question,return shipping cost,neutral,high,ai,resolved,0.816,0.94,1326,IN,email,
TKT-44413,2026-05-04 11:35:00,order_tracking,delayed shipment,negative,high,ai,resolved,0.828,1.79,1863,IN,chat,up
TKT-44379,2026-05-04 11:36:00,warranty_claim,dead pixels,positive,low,human,resolved,0.574,1.31,3371,IN,phone,up
TKT-44382,2026-05-04 11:50:00,shipping_delivery,delivery timeline,neutral,low,ai,resolved,0.99,1.14,1325,IN,email,
TKT-44383,2026-05-04 11:53:00,return_policy_question,bulk order returns,neutral,medium,ai,resolved,0.99,2.26,3781,IN,chat,
TKT-44441,2026-05-04 12:01:00,order_tracking,where is my order,neutral,low,ai,resolved,0.844,1.65,1424,IN,chat,
TKT-44378,2026-05-04 12:04:00,technical_support,audio fault,negative,medium,human,resolved,0.354,2.21,3776,IN,email,
TKT-44395,2026-05-04 12:08:00,technical_support,audio fault,neutral,low,ai,resolved,0.99,1.12,1985,EU,phone,up
TKT-44407,2026-05-04 12:27:00,order_tracking,marked delivered not received,neutral,low,ai,resolved,0.752,1.09,3744,IN,email,
TKT-44405,2026-05-04 12:33:00,payment_issue,invoice request,neutral,low,human,resolved,0.263,2.6,3972,IN,chat,up
TKT-44371,2026-05-04 12:33:00,return_policy_question,bulk order returns,neutral,medium,human,resolved,0.536,2.08,2694,IN,chat,
TKT-44443,2026-05-04 12:35:00,return_policy_question,opened item eligibility,neutral,low,ai,resolved,0.841,1.74,3174,EU,chat,up
TKT-44373,2026-05-04 12:38:00,warranty_claim,keyboard failure,neutral,low,human,resolved,0.424,2.47,2585,IN,phone,
TKT-44424,2026-05-04 12:40:00,order_tracking,tracking not updating,neutral,low,ai,resolved,0.932,1.34,2878,IN,chat,
TKT-44394,2026-05-04 12:43:00,warranty_claim,battery health,negative,high,human,resolved,0.384,1.3,3163,IN,chat,
TKT-44400,2026-05-04 13:01:00,order_tracking,tracking not updating,neutral,medium,ai,resolved,0.577,1.13,2172,IN,email,
TKT-44380,2026-05-04 13:05:00,product_information,stock availability,neutral,low,ai,resolved,0.841,2.57,3343,IN,chat,up
TKT-44428,2026-05-04 13:11:00,return_policy_question,restocking fee,neutral,low,ai,resolved,0.646,1.94,3952,IN,chat,down
TKT-44368,2026-05-04 13:28:00,return_policy_question,bulk order returns,neutral,medium,ai,resolved,0.863,1.7,2417,IN,chat,
TKT-44387,2026-05-04 13:44:00,return_policy_question,return shipping cost,neutral,high,ai,open,0.974,1.96,3111,IN,chat,
TKT-44406,2026-05-04 13:44:00,shipping_delivery,delivery timeline,neutral,low,ai,resolved,0.707,1.97,3500,IN,chat,down
TKT-44425,2026-05-04 13:46:00,technical_support,driver problem,neutral,medium,ai,resolved,0.895,1.11,4098,IN,chat,
TKT-44433,2026-05-04 13:49:00,order_tracking,where is my order,positive,medium,ai,resolved,0.956,1.13,2269,IN,phone,
TKT-44437,2026-05-04 13:51:00,shipping_delivery,shipping cost,neutral,high,ai,resolved,0.897,0.79,1349,IN,chat,
TKT-44372,2026-05-04 14:10:00,shipping_delivery,shipping cost,neutral,medium,ai,open,0.855,1.95,3851,IN,email,down
TKT-44389,2026-05-04 14:15:00,warranty_claim,keyboard failure,negative,medium,ai,resolved,0.902,1.3,2081,IN,email,down
TKT-44420,2026-05-04 14:35:00,order_tracking,marked delivered not received,neutral,medium,ai,resolved,0.99,1.24,1475,IN,chat,
TKT-44369,2026-05-04 14:39:00,return_refund_request,exchange request,negative,high,human,resolved,0.368,3.1,2638,EU,chat,
TKT-44401,2026-05-04 14:45:00,product_information,specifications,neutral,low,ai,resolved,0.846,1.72,3686,EU,chat,
TKT-44370,2026-05-04 14:58:00,return_policy_question,opened item eligibility,neutral,low,ai,resolved,0.521,1.02,2952,IN,phone,
TKT-44436,2026-05-04 15:05:00,complaint,agent conduct,negative,medium,human,resolved,0.462,2.32,1851,IN,chat,
TKT-44404,2026-05-04 16:05:00,order_tracking,tracking not updating,neutral,low,ai,resolved,0.881,1.86,3719,IN,chat,up
TKT-44384,2026-05-04 16:11:00,warranty_claim,keyboard failure,negative,high,human,resolved,0.108,3.21,3513,IN,chat,
TKT-44435,2026-05-04 16:45:00,return_policy_question,return window,positive,low,ai,resolved,0.892,2.23,1064,IN,chat,
TKT-44418,2026-05-04 16:50:00,return_policy_question,return window,positive,medium,ai,resolved,0.311,0.7,3295,IN,email,
TKT-44403,2026-05-04 16:58:00,return_refund_request,refund amount query,positive,medium,ai,resolved,0.937,0.68,1534,IN,chat,up
TKT-44417,2026-05-04 17:14:00,order_tracking,marked delivered not received,positive,high,human,resolved,0.451,2.15,2361,EU,email,
TKT-44415,2026-05-04 17:24:00,return_refund_request,wrong item received,negative,medium,ai,resolved,0.668,1.49,3490,EU,email,
TKT-44392,2026-05-04 17:29:00,shipping_delivery,address change,neutral,medium,ai,resolved,0.704,1.92,3751,IN,chat,up
TKT-44416,2026-05-04 17:31:00,shipping_delivery,shipping cost,neutral,low,ai,resolved,0.73,1.88,3768,IN,chat,down
TKT-44440,2026-05-04 17:36:00,return_refund_request,refund amount query,neutral,medium,human,resolved,0.707,1.07,1749,IN,email,up
TKT-44412,2026-05-04 17:41:00,order_tracking,marked delivered not received,neutral,low,ai,resolved,0.771,1.86,3471,IN,chat,
TKT-44444,2026-05-04 17:49:00,product_information,extended warranty options,neutral,low,ai,resolved,0.898,1.89,1506,IN,email,down
TKT-44409,2026-05-04 17:53:00,shipping_delivery,shipping cost,positive,low,ai,resolved,0.828,2.57,1273,IN,phone,
TKT-44374,2026-05-04 18:07:00,return_policy_question,return shipping cost,neutral,high,ai,resolved,0.585,1.61,1659,IN,email,
TKT-44442,2026-05-04 18:12:00,payment_issue,double charge,neutral,medium,human,resolved,0.41,1.93,3091,IN,phone,
TKT-44410,2026-05-04 18:14:00,return_refund_request,refund amount query,negative,high,human,resolved,0.444,1.89,2505,IN,phone,
TKT-44386,2026-05-04 18:24:00,technical_support,wifi drops,neutral,low,ai,resolved,0.913,1.84,2037,IN,chat,
TKT-44421,2026-05-04 18:36:00,account_management,account deletion,positive,high,ai,resolved,0.958,1.79,3330,IN,chat,up
TKT-44393,2026-05-04 18:45:00,technical_support,will not power on,neutral,medium,ai,resolved,0.775,1.74,1989,IN,chat,
TKT-44408,2026-05-04 18:45:00,order_tracking,delivery attempt failed,negative,high,ai,resolved,0.805,2.02,3438,IN,email,up
TKT-44388,2026-05-04 18:53:00,return_policy_question,return window,neutral,low,ai,resolved,0.669,2.42,2704,IN,chat,up
TKT-44381,2026-05-04 18:54:00,technical_support,driver problem,negative,medium,ai,resolved,0.985,1.53,2509,IN,chat,
TKT-44375,2026-05-04 18:58:00,order_tracking,where is my order,positive,medium,ai,resolved,0.738,1.57,2645,IN,chat,
TKT-44398,2026-05-04 19:13:00,product_information,stock availability,positive,low,ai,resolved,0.99,2.17,2582,IN,chat,
TKT-44402,2026-05-04 19:14:00,return_refund_request,change of mind return,negative,low,human,resolved,0.792,1.92,3248,IN,chat,
TKT-44414,2026-05-04 19:16:00,product_information,compatibility,neutral,low,ai,resolved,0.733,1.85,4120,IN,chat,
TKT-44434,2026-05-04 19:42:00,return_refund_request,damaged on arrival,neutral,medium,human,resolved,0.617,1.74,2031,EU,chat,
TKT-44419,2026-05-04 19:44:00,order_tracking,where is my order,negative,low,ai,resolved,0.862,1.89,2399,IN,chat,down
TKT-44411,2026-05-04 20:06:00,complaint,delivery experience,neutral,low,human,resolved,0.424,2.02,2749,IN,chat,
TKT-44422,2026-05-04 20:08:00,product_information,compatibility,positive,low,ai,resolved,0.804,2.09,3833,IN,chat,up
TKT-44385,2026-05-04 20:31:00,order_tracking,marked delivered not received,positive,medium,ai,resolved,0.973,1.6,2820,IN,email,
TKT-44476,2026-05-05 09:10:00,order_tracking,marked delivered not received,neutral,high,ai,resolved,0.684,1.34,3074,IN,chat,
TKT-44502,2026-05-05 09:20:00,order_tracking,tracking not updating,positive,low,ai,open,0.928,0.95,2124,IN,email,
TKT-44478,2026-05-05 09:24:00,product_information,extended warranty options,positive,medium,ai,resolved,0.764,2.02,4078,IN,chat,up
TKT-44471,2026-05-05 09:30:00,return_policy_question,return window,neutral,medium,ai,open,0.587,0.69,1414,IN,chat,
TKT-44448,2026-05-05 09:39:00,account_management,login failure,positive,low,human,open,0.227,3.2,967,IN,phone,
TKT-44459,2026-05-05 09:43:00,product_information,specifications,neutral,low,ai,resolved,0.99,1.77,2243,IN,email,
TKT-44496,2026-05-05 10:15:00,return_refund_request,wrong item received,negative,low,human,resolved,0.463,1.31,2960,IN,chat,down
TKT-44512,2026-05-05 10:39:00,shipping_delivery,shipping cost,positive,medium,ai,resolved,0.99,1.69,1991,IN,phone,
TKT-44451,2026-05-05 10:47:00,order_tracking,where is my order,neutral,medium,ai,resolved,0.953,1.0,3479,IN,phone,
TKT-44456,2026-05-05 10:56:00,technical_support,display issue,neutral,low,ai,resolved,0.871,1.22,1753,IN,chat,up
TKT-44466,2026-05-05 11:00:00,return_policy_question,return window,positive,low,ai,resolved,0.814,2.05,1196,IN,chat,up
TKT-44469,2026-05-05 11:04:00,order_tracking,delivery attempt failed,neutral,medium,ai,resolved,0.711,1.32,2858,IN,chat,
TKT-44492,2026-05-05 11:13:00,order_tracking,delivery attempt failed,neutral,high,human,resolved,0.542,1.99,1773,IN,chat,
TKT-44509,2026-05-05 11:15:00,return_policy_question,opened item eligibility,neutral,medium,ai,resolved,0.921,2.0,3820,IN,phone,
TKT-44454,2026-05-05 11:17:00,payment_issue,refund not received,negative,high,ai,resolved,0.786,1.89,4063,IN,chat,
TKT-44517,2026-05-05 11:17:00,order_tracking,marked delivered not received,neutral,medium,ai,resolved,0.781,1.31,3766,IN,chat,
TKT-44480,2026-05-05 11:21:00,shipping_delivery,international shipping,neutral,low,ai,resolved,0.99,1.36,3664,IN,email,
TKT-44464,2026-05-05 11:23:00,order_tracking,delivery attempt failed,neutral,low,ai,resolved,0.819,1.52,2139,IN,chat,
TKT-44458,2026-05-05 11:24:00,product_information,compatibility,positive,high,ai,resolved,0.863,1.75,2275,IN,chat,up
TKT-44447,2026-05-05 11:27:00,order_tracking,marked delivered not received,negative,high,ai,resolved,0.683,1.56,2284,IN,email,
TKT-44498,2026-05-05 11:27:00,return_policy_question,return window,positive,low,ai,resolved,0.821,2.47,3935,IN,chat,
TKT-44511,2026-05-05 11:31:00,return_policy_question,opened item eligibility,negative,medium,ai,resolved,0.725,1.29,2491,IN,chat,up
TKT-44453,2026-05-05 11:34:00,return_policy_question,return window,neutral,low,ai,resolved,0.85,1.75,1686,IN,chat,
TKT-44497,2026-05-05 11:39:00,order_tracking,delayed shipment,neutral,low,ai,resolved,0.776,2.04,1388,EU,chat,
TKT-44462,2026-05-05 12:05:00,out_of_scope,unrelated question,neutral,high,ai,resolved,0.803,1.34,3026,EU,chat,
TKT-44495,2026-05-05 12:12:00,product_information,specifications,neutral,medium,ai,open,0.881,0.77,3073,EU,email,
TKT-44484,2026-05-05 12:12:00,product_information,extended warranty options,neutral,low,ai,resolved,0.856,2.46,3730,IN,chat,
TKT-44521,2026-05-05 12:15:00,return_policy_question,return shipping cost,neutral,medium,ai,resolved,0.717,1.73,1338,IN,chat,
TKT-44501,2026-05-05 12:22:00,return_policy_question,opened item eligibility,positive,low,ai,resolved,0.789,1.03,1194,IN,email,
TKT-44452,2026-05-05 12:22:00,payment_issue,emi query,negative,high,ai,resolved,0.937,1.86,3458,IN,phone,up
TKT-44475,2026-05-05 12:24:00,order_tracking,marked delivered not received,neutral,low,ai,resolved,0.712,1.87,1934,IN,email,down
TKT-44457,2026-05-05 12:47:00,account_management,account deletion,neutral,low,human,resolved,0.465,3.03,1739,IN,chat,
TKT-44485,2026-05-05 12:51:00,return_policy_question,return window,neutral,medium,ai,resolved,0.74,1.15,3781,IN,email,up
TKT-44482,2026-05-05 12:59:00,order_tracking,delayed shipment,neutral,medium,ai,resolved,0.99,1.94,1397,IN,email,
TKT-44515,2026-05-05 13:11:00,return_refund_request,change of mind return,negative,medium,human,resolved,0.636,1.2,3120,IN,phone,
TKT-44508,2026-05-05 13:51:00,shipping_delivery,shipping cost,neutral,medium,ai,resolved,0.756,1.0,996,IN,chat,up
TKT-44504,2026-05-05 13:56:00,return_refund_request,refund amount query,neutral,low,ai,resolved,0.901,1.62,2623,IN,chat,
TKT-44491,2026-05-05 14:04:00,order_tracking,where is my order,neutral,high,ai,open,0.99,1.12,1826,IN,chat,
TKT-44468,2026-05-05 14:09:00,technical_support,driver problem,neutral,low,ai,resolved,0.868,1.98,1858,IN,chat,up
TKT-44486,2026-05-05 14:20:00,order_tracking,delivery attempt failed,neutral,low,ai,resolved,0.646,1.18,3236,IN,chat,up
TKT-44494,2026-05-05 14:22:00,product_information,model comparison,positive,medium,human,resolved,0.594,1.97,1101,IN,chat,up
TKT-44449,2026-05-05 14:23:00,warranty_claim,third party brand routing,negative,high,human,resolved,0.261,1.59,3607,EU,chat,up
TKT-44490,2026-05-05 14:32:00,product_information,stock availability,positive,medium,ai,resolved,0.99,1.64,985,IN,phone,up
TKT-44479,2026-05-05 15:00:00,technical_support,overheating,negative,low,human,resolved,0.377,1.56,4140,IN,chat,up
TKT-44445,2026-05-05 15:01:00,return_policy_question,return shipping cost,positive,low,ai,resolved,0.841,1.23,3711,IN,email,
TKT-44503,2026-05-05 15:05:00,technical_support,will not power on,neutral,medium,human,resolved,0.547,1.85,3238,IN,chat,
TKT-44510,2026-05-05 15:05:00,shipping_delivery,white glove scheduling,negative,high,ai,resolved,0.86,1.39,1952,EU,chat,
TKT-44488,2026-05-05 15:42:00,return_refund_request,damaged on arrival,neutral,low,human,resolved,0.546,1.38,2947,IN,chat,
TKT-44519,2026-05-05 15:43:00,shipping_delivery,white glove scheduling,neutral,low,ai,resolved,0.89,1.59,1743,IN,chat,
TKT-44514,2026-05-05 16:01:00,payment_issue,refund not received,negative,low,human,resolved,0.381,2.46,3903,IN,chat,
TKT-44516,2026-05-05 16:02:00,product_information,extended warranty options,neutral,high,ai,resolved,0.83,1.9,2912,IN,email,up
TKT-44487,2026-05-05 16:15:00,product_information,specifications,positive,medium,human,resolved,0.268,0.69,2921,IN,chat,
TKT-44467,2026-05-05 16:17:00,return_refund_request,wrong item received,negative,medium,human,resolved,0.492,3.42,1893,IN,email,
TKT-44477,2026-05-05 16:36:00,product_information,extended warranty options,neutral,high,ai,resolved,0.772,1.93,3786,IN,email,
TKT-44474,2026-05-05 16:38:00,payment_issue,payment failed amount debited,negative,medium,human,resolved,0.321,1.37,3029,IN,chat,up
TKT-44489,2026-05-05 17:02:00,product_information,specifications,positive,low,ai,resolved,0.958,2.35,952,IN,email,up
TKT-44465,2026-05-05 17:03:00,shipping_delivery,address change,positive,low,ai,resolved,0.899,1.75,3818,IN,email,
TKT-44481,2026-05-05 17:10:00,order_tracking,marked delivered not received,neutral,medium,ai,resolved,0.751,1.92,3766,IN,chat,up
TKT-44446,2026-05-05 17:19:00,complaint,unresolved issue,negative,high,human,resolved,0.438,2.88,3880,EU,chat,
TKT-44505,2026-05-05 17:33:00,order_tracking,tracking not updating,neutral,medium,ai,resolved,0.814,1.31,2481,IN,chat,
TKT-44473,2026-05-05 17:42:00,order_tracking,delivery attempt failed,neutral,medium,ai,resolved,0.859,2.32,1013,IN,chat,down
TKT-44463,2026-05-05 17:45:00,order_tracking,where is my order,neutral,low,ai,resolved,0.664,2.37,3528,IN,chat,
TKT-44500,2026-05-05 17:45:00,technical_support,display issue,neutral,low,human,resolved,0.28,2.29,3362,IN,phone,
TKT-44460,2026-05-05 17:47:00,technical_support,will not power on,negative,high,human,resolved,0.461,2.55,2813,IN,chat,up
TKT-44483,2026-05-05 17:57:00,return_policy_question,return window,neutral,high,ai,resolved,0.814,0.87,1219,IN,chat,
TKT-44472,2026-05-05 18:04:00,return_refund_request,wrong item received,negative,high,ai,resolved,0.905,1.13,1320,IN,chat,
TKT-44450,2026-05-05 18:07:00,order_tracking,delayed shipment,positive,low,ai,resolved,0.774,1.91,1882,IN,chat,
TKT-44513,2026-05-05 18:07:00,warranty_claim,keyboard failure,negative,low,human,resolved,0.569,1.85,3743,EU,email,
TKT-44520,2026-05-05 18:09:00,account_management,email change,neutral,medium,human,resolved,0.383,2.53,3762,IN,phone,
TKT-44507,2026-05-05 18:50:00,order_tracking,delayed shipment,negative,medium,ai,open,0.802,1.16,3763,IN,chat,
TKT-44493,2026-05-05 18:56:00,shipping_delivery,delivery timeline,neutral,medium,ai,resolved,0.896,1.04,2429,IN,chat,
TKT-44455,2026-05-05 19:03:00,warranty_claim,dead pixels,negative,high,human,resolved,0.374,2.99,3373,IN,email,
TKT-44518,2026-05-05 19:09:00,shipping_delivery,shipping cost,neutral,medium,human,resolved,0.569,2.0,1779,IN,chat,up
TKT-44499,2026-05-05 19:30:00,return_refund_request,exchange request,negative,low,ai,resolved,0.732,1.88,2088,IN,email,
TKT-44506,2026-05-05 19:47:00,shipping_delivery,international shipping,positive,low,ai,open,0.757,1.82,3383,IN,email,
TKT-44461,2026-05-05 19:49:00,return_refund_request,damaged on arrival,negative,high,human,resolved,0.491,3.0,3548,IN,phone,
TKT-44470,2026-05-05 19:51:00,account_management,password reset,neutral,low,human,resolved,0.536,1.8,1252,EU,email,
TKT-44522,2026-05-06 09:37:00,return_policy_question,opened item eligibility,neutral,medium,ai,resolved,0.815,0.95,4193,IN,email,up
TKT-44568,2026-05-06 09:38:00,return_refund_request,refund amount query,neutral,low,human,resolved,0.298,1.71,4109,IN,chat,
TKT-44542,2026-05-06 09:48:00,order_tracking,tracking not updating,neutral,low,ai,resolved,0.766,2.19,2019,IN,chat,
TKT-44531,2026-05-06 09:59:00,return_policy_question,restocking fee,neutral,low,ai,resolved,0.873,1.08,1384,IN,email,
TKT-44574,2026-05-06 10:31:00,product_information,stock availability,neutral,medium,ai,resolved,0.623,1.85,2613,IN,chat,
TKT-44526,2026-05-06 10:33:00,return_refund_request,change of mind return,negative,high,human,resolved,0.432,2.43,1520,IN,chat,up
TKT-44550,2026-05-06 10:37:00,account_management,login failure,negative,medium,human,resolved,0.333,2.28,1098,IN,chat,
TKT-44540,2026-05-06 10:44:00,order_tracking,delivery attempt failed,neutral,low,ai,resolved,0.665,1.28,2112,IN,chat,
TKT-44569,2026-05-06 10:45:00,order_tracking,tracking not updating,negative,medium,ai,resolved,0.882,2.41,2239,IN,chat,
TKT-44583,2026-05-06 10:49:00,order_tracking,delivery attempt failed,neutral,low,ai,open,0.99,1.3,4189,IN,chat,down
TKT-44582,2026-05-06 11:20:00,order_tracking,delivery attempt failed,negative,medium,ai,resolved,0.948,1.4,3427,IN,chat,
TKT-44593,2026-05-06 11:22:00,warranty_claim,screen fault,neutral,medium,human,resolved,0.639,1.43,3290,IN,chat,down
TKT-44530,2026-05-06 11:27:00,product_information,compatibility,neutral,medium,ai,resolved,0.822,1.47,3710,IN,phone,up
TKT-44591,2026-05-06 11:44:00,product_information,model comparison,neutral,low,ai,open,0.99,2.58,3124,IN,email,up
TKT-44534,2026-05-06 11:45:00,return_refund_request,damaged on arrival,negative,high,ai,resolved,0.71,1.27,2914,EU,chat,
TKT-44539,2026-05-06 11:48:00,product_information,specifications,neutral,low,ai,resolved,0.799,1.69,1558,IN,phone,up
TKT-44560,2026-05-06 11:49:00,return_refund_request,wrong item received,negative,medium,ai,resolved,0.907,1.75,985,IN,chat,up
TKT-44572,2026-05-06 11:50:00,product_information,compatibility,positive,medium,human,open,0.411,3.3,2421,IN,chat,
TKT-44598,2026-05-06 11:56:00,product_information,extended warranty options,positive,low,ai,resolved,0.846,2.09,3816,IN,email,up
TKT-44553,2026-05-06 11:58:00,warranty_claim,battery health,neutral,low,human,resolved,0.361,1.86,1921,IN,chat,down
TKT-44576,2026-05-06 12:03:00,technical_support,driver problem,negative,low,human,resolved,0.36,0.67,3541,IN,chat,down
TKT-44547,2026-05-06 12:03:00,product_information,compatibility,positive,medium,ai,resolved,0.99,1.56,2912,IN,email,down
TKT-44544,2026-05-06 12:16:00,technical_support,audio fault,neutral,low,ai,resolved,0.864,0.8,2916,IN,chat,
TKT-44536,2026-05-06 12:20:00,shipping_delivery,international shipping,negative,low,ai,resolved,0.898,1.6,1580,IN,chat,up
TKT-44585,2026-05-06 12:32:00,return_refund_request,damaged on arrival,neutral,medium,ai,resolved,0.768,1.92,3083,IN,chat,
TKT-44577,2026-05-06 12:44:00,product_information,specifications,positive,low,ai,resolved,0.582,2.65,2087,IN,phone,
TKT-44596,2026-05-06 12:45:00,technical_support,wifi drops,positive,low,human,resolved,0.384,3.63,2420,IN,chat,up
TKT-44556,2026-05-06 12:49:00,order_tracking,where is my order,positive,medium,ai,resolved,0.913,0.99,3525,IN,chat,
TKT-44529,2026-05-06 12:58:00,return_policy_question,restocking fee,neutral,medium,ai,resolved,0.835,1.5,3717,IN,email,
TKT-44581,2026-05-06 12:59:00,order_tracking,marked delivered not received,neutral,medium,ai,resolved,0.876,1.38,2099,IN,phone,
TKT-44565,2026-05-06 13:34:00,return_policy_question,opened item eligibility,neutral,medium,ai,resolved,0.796,1.54,1500,IN,email,
TKT-44587,2026-05-06 13:52:00,return_refund_request,change of mind return,neutral,low,ai,open,0.687,2.07,3196,IN,email,
TKT-44594,2026-05-06 13:57:00,product_information,model comparison,positive,low,human,resolved,0.356,2.88,3605,IN,chat,
TKT-44592,2026-05-06 13:58:00,order_tracking,tracking not updating,positive,low,ai,resolved,0.639,1.88,2547,IN,chat,
TKT-44589,2026-05-06 14:01:00,order_tracking,marked delivered not received,neutral,high,ai,resolved,0.842,1.58,2555,IN,email,up
TKT-44535,2026-05-06 14:03:00,warranty_claim,battery health,negative,medium,human,resolved,0.379,1.42,4164,IN,email,
TKT-44584,2026-05-06 14:50:00,order_tracking,tracking not updating,neutral,low,human,resolved,0.425,0.8,2063,IN,chat,
TKT-44549,2026-05-06 14:51:00,shipping_delivery,address change,neutral,low,ai,resolved,0.813,1.87,2895,IN,chat,up
