text,intent
when is ProBook 14 being delivered,order_tracking
"my address is wrong on the order, can you fix it please",shipping_delivery
"the keyboard stopped worknig, warranty claim",warranty_claim
paisa kat gaya but order nahi hua!!,payment_issue
please how much is express delivery,shipping_delivery
is the m ymonitor in stock,product_information
Device is overheating badly!!,technical_support
please has my order shipped yet,order_tracking
please any update on pac-2026-12350,order_tracking
phone  ka  price  kya  hai,product_information
"sir refund initiated 10 days ago, nothing in my account",payment_issue
does warranty cover water damage!!,warranty_claim
hey track order PAC-20261-2351,order_tracking
account  delete  karna  hai,account_management
Track order pac-0226-12362,order_tracking
hello CAN I RETURN OPENED ITEMS,return_policy_question
What are the specs of phone,product_information
hello my laptop is very slow suddenly,technical_support
do you shi pto germany,shipping_delivery
lgoin nahi ho raha hai please,account_management
are softwaer keys returnable,return_policy_question
if i open the box can i still return it asap,return_policy_question
do i pay for return shipping,return_policy_question
sir my laptop is very slow suddenly,technical_support
warranty kitne saal ak hai,warranty_claim
trcak order 12345,order_tracking
please CAN I CHANGE MY PAYMENT METHOD AFTER ORDERING,payment_issue
hi when iwll 12345 arrive,order_tracking
"screen  flickering,  purchased  last  year,  warranty?",warranty_claim
delivery date for PAC-20261-2345?,order_tracking
what hapepns if i return a bulk order,return_policy_question
how many days do i have to return please,return_policy_question
i  need  to  know  where  my  package  is  right  now!!,order_tracking
can you check where my pracel is,order_tracking
how many days do i have to return,return_policy_question
IS MY SOUNDPODS STILL UNDER WARRANTY,warranty_claim
Can i rteurn opened items,return_policy_question
getting  a  blue  screen  with  SYS-0x0000007B,technical_support
can i pay acsh on delivery,payment_issue
hello laptop wont boot,technical_support
"hello courier ne abhi tak nahi diya, pac-2026-12350",order_tracking
"this Vision 27 monitor is not what i expected, refund please",return_refund_request
"refund initiated 10 days ago, nothing in my account thanks",payment_issue
"mujhe refund chahiye, the laptop kharab hai",return_refund_request
"please cant reset my password, the link doesnt work",account_management
No cost emi kaise kaam karta hai,payment_issue
do i need the original bo xto return!!,return_policy_question
i  need  my  order  history  exported,account_management
how do i send this back urgent,return_refund_request
hello how long does standard shipping take,shipping_delivery
"payment error PAY-511, what does that mean asap",payment_issue
hey My laptop is very slow suddenly,technical_support
sir wifi keeps dropping on my laptop,technical_support
camera ont detected in meetings,technical_support
does the Vision 27 supoprt 144hz,product_information
hey can i return something i bought 3 weeks ago,return_policy_question
"MY  NORTHWIND  LAPTOP  IS  FAULTY,  WHAT  DO  I  DO",warranty_claim
i want to return #12347 and buy something else instead thanks,return_refund_request
DO I NEED THE ORIGINAL BOX T ORETURN,return_policy_question
WHA TIS WHITE GLOVE DELIVERY,shipping_delivery
hey my order PAC-2026-12351 hasnt arrived yet,order_tracking
"its been a week and no delivery, order PAC202612345",order_tracking
do i pay for retunr shipping,return_policy_question
do you delivre on sundays,shipping_delivery
hi can i upgrade the ram on ProBook 14,product_information
start a reutrn on PAC-2026-12362 please,return_refund_request
my probook 16 keeps crashing,technical_support
can i pa ycash on delivery,payment_issue
"returning the ProBook 14, how much will i get back",return_refund_request
CAN I EXTEND MY WARRNATY,warranty_claim
DO YOU SHIP TO EGRMANY,shipping_delivery
hello Do you sell extended warranty for soundpods,product_information
ORDER PAC-2026-12362 STATUS PLEASE,order_tracking
what ports doe sthe ProBook 16 have,product_information
How do i update drivers,technical_support
when  will  PAC-2026-12362  arrive,order_tracking
please any update on PAC202612345,order_tracking
WHAT IS HWITE GLOVE DELIVERY,shipping_delivery
Is  probook  14  avaliable,product_information
do yo udeliver on sundays,shipping_delivery
my  probook  16  keeps  crashing,technical_support
do you ship internatoinally,shipping_delivery
Warranty period for probook 16???,warranty_claim
when will pac-2026-12350 arrive thanks,order_tracking
"delivery failed 3 times, now what!!",shipping_delivery
please return karne ka time kinta hai,return_policy_question
is there a restocking fee,return_policy_question
"i changed my mind, returning pac-2026-12350",return_refund_request
please whats the return window for laptops,return_policy_question
Does the vision 27 support 414hz,product_information
"my monitor arrived damaged, i want a refund",return_refund_request
"refund kar do please, PAC-2026-12362",return_refund_request
"RETURNING THE THE LAPTPO, HOW MUCH WILL I GET BACK",return_refund_request
how do i factory reset my Tab 11,technical_support
login nhai ho raha hai,account_management
What happens i fi return a bulk order,return_policy_question
track order pac-2026-12350 thanks,order_tracking
DO YOU SIHP INTERNATIONALLY,shipping_delivery
"My address is wron gon the order, can you fix it",shipping_delivery
laptop  wont  boot  urgent,technical_support
shpiping free hai kya,shipping_delivery
hello does it come with a charger,product_information
"my Tab 11 wont turn on, bought 4 months ago asap",warranty_claim
what conidtion does it need to be in,return_policy_question
#12347 KAB TAK AAYEGA!!,order_tracking
expected delivery for order #12347 please,order_tracking
waht is your return policy,return_policy_question
what condition does it nede to be in,return_policy_question
my ProBook 14 keeps crashing??,technical_support
please reufnd my order pac-2026-12350,return_refund_request
i want to return pac-2026-12350 and buy something else intsead,return_refund_request
is htere free delivery,shipping_delivery
"courier ne abhi tak nahi diya, APC202612345 urgent",order_tracking
hey account delete karna hai,account_management
SCREEN HAS DEAD PIXELS AFTER 2 MONTHS!!,warranty_claim
hey bro deliver ykab hoga order PAC202612345,order_tracking
order PAC-2026-12362 kahan hai,order_tracking
if i open the box can i still return it,return_policy_question
i want my money back for pac-2026-12350,return_refund_request
please do you deliver on sundays!!,shipping_delivery
when will PAC-2026-12435 arrive,order_tracking
delivery date for PA-C2026-12351?,order_tracking
"courier ne abhi tak nahi diya, PAC-2026-12345!!",order_tracking
"wrong item delivered, i watn to return it",return_refund_request
IS THE PROBOOK 16 IN STOCK,product_information
sir is the Phone X in stock,product_information
getting error PAY-402 at checkout,technical_support
"i changed my mind, returning PAC202612345",return_refund_request
hey ORDER PAC202612345 KAHAN HAI,order_tracking
SECOND COMPLAINT ABOUT THE SAME ISSUE,complaint
How  long  doe  sstandard  shipping  take,shipping_delivery
"please monitor goes black randomly, see attached",technical_support
what is the weight of Phone X,product_information
order PAC-2026-12351 status please,order_tracking
what  is  your  return  policy,return_policy_question
when  is  Tab  11  being  delivered,order_tracking
does  the  phone  have  thunderbolt,product_information
do you deilver on sundays,shipping_delivery
order #12347 kahan hai,order_tracking
screen turns off by itself after 5 miuntes,technical_support
"hi i changed my mind, returning pac-2026-12350",return_refund_request
hello do i get the delivery charge back if i return,return_policy_question
"please delivery failed 3 times, now what",shipping_delivery
please  whats  the  return  window  for  laptops,return_policy_question
initiate return for 12345,return_refund_request
"nobody was home fro delivery, what happens now",shipping_delivery
what happens if i return a bulk order please,return_policy_question
any update on pac-2062-12350,order_tracking
hello can i get it delivered faster,shipping_delivery
hello do i pay for return shipping,return_policy_question
hi what happens if i return a bulk order asap,return_policy_question
i  want  to  return  PAC-2026-12351  and  buy  something  else  instead,return_refund_request
absolutely trerible experience,complaint
hello is there free delivery,shipping_delivery
Battery  health  is  at  72  percent  after  9  monhts,warranty_claim
hello laptop band ho jata ha ibaar baar,technical_support
hello LAPTOP WON TBOOT,technical_support
please what is your return policy,return_policy_question
are you a robot,out_of_scope
i want my money back for PAC-2026-12345,return_refund_request
hello WHATS THE RETURN WINDOW FOR LAPTOPS,return_policy_question
"shipping is 5 days late, what now urgent",shipping_delivery
"courier ne abhi tak nahi diya, PAC-2026-12362",order_tracking
"nobody was hoem for delivery, what happens now",shipping_delivery
i want my money back for #12347,return_refund_request
whats the return window for laptops urgent,return_policy_question
someone else logged into my acconut,account_management
do you ship to germany??,shipping_delivery
cancel  an  drefund  pac-2026-12350,return_refund_request
"its been a week and no delivery, order PAC-2026-12362",order_tracking
when will PAC202612345 arrive,order_tracking
"its been a week and no delivery, order pac-2026-12350!!",order_tracking
whats the shipping charge,shipping_delivery
"shipped  6  days  ago,  still  nothing",order_tracking
does the SoundPods have thunderbolt,product_information
hwo many days do i have to return,return_policy_question
what happens if i return a bul korder,return_policy_question
do i get the delivery charge back if i erturn,return_policy_question
bro delivery kab hoga order PAC202612345,order_tracking
"the Tab 11 i got is defective, i want to return it please",return_refund_request
how od i update my phone number,account_management
What is the weight of soundpods,product_information
can you check where my parcel is!!,order_tracking
screne turns off by itself after 5 minutes please,technical_support
"battery died, is this covered urgent",warranty_claim
my order pac-2026-12350 hasnt arrived yet,order_tracking
HOW DO I REMOVE A SAVED CARD,account_management
i need to know where my package is right now thanks,order_tracking
does Phone X have wireless charging??,product_information
sir where is my order #12347,order_tracking
"please refund kar do please, pac-2026-12350",return_refund_request
I NEED TO KNOW WHERE MY PACKAGE IS RIGHT NOW!!,order_tracking
the tracking hasnt updated in 4 days for PAC-2026-12362,order_tracking
please DO YOU SHIP TO GERMANY,shipping_delivery
hey login nahi ho raha hai,account_management
hello my order #12347 hasnt arrived yet,order_tracking
no suond from speakers,technical_support
when is probook 16 being edlivered,order_tracking
hi is my Tab 11 still under warranty,warranty_claim
"fan is making noise, is thta covered",warranty_claim
why was my card dcelined,payment_issue
SoundPods ka price kya hai,product_information
What are the specs of tab 11 please,product_information
Delivery date for pac202612345?,order_tracking
DEOS THE PHONE X HAVE THUNDERBOLT,product_information
"this phone is ont what i expected, refund please",return_refund_request
how do i factoyr reset my Phone X,technical_support
hello Pac-2026-12351 kab tak aayega,order_tracking
im consulting a lawyer about this??,complaint
"the keyboard stopped working, warranty claim",warranty_claim
are  software  keys  returnable  asap,return_policy_question
change my delivery address in my account urgent,account_management
"please i need to return this and get refunded, order 12345",return_refund_request
oredr #12347 status please,order_tracking
my monitor ka price kya hai,product_information
sir can i get it delivered faster,shipping_delivery
Where is my invoice for order pa2c02612345,payment_issue
can  i  pick  a  delivery  date,shipping_delivery
my refund hasnt come yet its been 2 weeks??,payment_issue
sir bro delivery kab hoga order PAC-2026-12362,order_tracking
"monitor goes black randomly, see attached please",technical_support
how amny days do i have to return,return_policy_question
sir  return  karne  ka  time  kitna  hai,return_policy_question
which monitor should i buy for my setup!!,product_information
"thsi is fraud, you took my money",complaint
hey Please refund my order pac202612345,return_refund_request
whats the difference between ProBook 41 and 16,product_information
where  is  my  order  PAC202612345,order_tracking
when will PAC-2026-12362 arrive,order_tracking
please order pac-2026-12350 kahan hai,order_tracking
order PAC202612345 status please,order_tracking
how do i claim warranty on SoundPods urgent,warranty_claim
how many days do i have to return urgent,return_policy_question
can i return something i bought 3 weeks ago please,return_policy_question
hello do you ship internationally,shipping_delivery
does the Vision 27 support 144hz,product_information
hey do i need the original box to return,return_policy_question
please can i change my delivery address,shipping_delivery
ho wdo i update drivers,technical_support
"i need to return this and get refunded, order PAC-2026-12362",return_refund_request
warranty period for SoundPods?,warranty_claim
return  karne  ka  time  kitna  hai,return_policy_question
sir PAC-2026-12351 kab tak aayega,order_tracking
please how do i stop marketing emalis,account_management
"My my monitor wont turn on, bought 4 months ago",warranty_claim
HOW MANY DAYS DO I HAVE TO ERTURN,return_policy_question
"my  address  is  wrong  on  the  order,  can  you  fix  it!!",shipping_delivery
do  i  pay  for  rteurn  shipping,return_policy_question
"I NEED TO RETURN THIS AND GET REFUNDED, ORDER PAC-2026-12362 urgent",return_refund_request
"Is the return window 14 or 30 days, im confused",return_policy_question
sir  change  my  delivery  address  in  my  account,account_management
hello  send  me  all  data  you  have  on  me,account_management
when is my monitor being delivered,order_tracking
is there free delivery thanks,shipping_delivery
"the SoundPods i got is defective, i want to return it",return_refund_request
where is my order 12345??,order_tracking
How long from order to delivrey,shipping_delivery
do you support emi on 50k orders asap,payment_issue
dose the Vision 27 support 144hz,product_information
"hey battery died, is this covered",warranty_claim
"nobody was home for delivery, what happens now",shipping_delivery
"is the return window 14 or 30 days, im confused urgent",return_policy_question
sir i want to speak to a manager right now,complaint
"the Phone X i got si defective, i want to return it",return_refund_request
when will i get my money abck,payment_issue
sir is the probook 16 in stock,product_information
laptop  wont  boot,technical_support
when will pac-2026-12350 arrive,order_tracking
"hi delivery failed 3 times, now what",shipping_delivery
which monitor should i buy for my setup urgent,product_information
hi is there a restocking fee,return_policy_question
"Device is faluty, still in warranty i think",warranty_claim
Can you help me with my homework,out_of_scope
"fan  is  making  noise,  is  that  covered",warranty_claim
hi return policy for monitors?,return_policy_question
battery health is at 72 percent after 9 months!!,warranty_claim
bahut ganda srevice hai,complaint
"i need to return this and get refunded, order PAC202612345",return_refund_request
hey Do you deliver to my pincode,shipping_delivery
laptop band ho jata hai baar baar,technical_support
can i return an accessory after 3 weeks please,return_policy_question
sir Do i pay for return shipping thanks,return_policy_question
sir expected delivery for order PAC202612345??,order_tracking
start a reutrn on PAC-2026-12345 please,return_refund_request
i want my money back for 12345,return_refund_request
bought this 8 months ag oand it stopped working,warranty_claim
"returning the SoundPods, how much will i get back",return_refund_request
my refund hasnt come yet its been 2 weeks asap,payment_issue
hi login nahi ho rhaa hai,account_management
sir HOW LONG FROM ORDER TO DELIVERY,shipping_delivery
I WANT MY MONEY BACK FOR PAC202612345,return_refund_request
"please  process  a  return,  the  screen  is  cracked",return_refund_request
hey WHEN IS VISION 27 MONITRO BEING DELIVERED,order_tracking
please do i need the original box to return,return_policy_question
can i return oepned items,return_policy_question
you people are useless,complaint
"this phone is not what i expected, refund please",return_refund_request
which monitor should i buy for my steup,product_information
hey whats the difference between ProBook 14 and 16,product_information
please Cancel and refund pac-2026-12345,return_refund_request
hi getting error code WIFI-503??,technical_support
Do i egt the delivery charge back if i return,return_policy_question
HOW LONG IS THE RETURN PERIOD thanks,return_policy_question
"monitor goes blakc randomly, see attached",technical_support
please GIFT CARD NOT WORKING AT CHECKOUT,payment_issue
order PAC202612345 kahan hai urgent,order_tracking
absolutely terrible experience,complaint
cant log in to my account,account_management
My emi is not showing up urgent,payment_issue
login nah iho raha hai,account_management
please bro delivery ka bhoga order PAC-2026-12362!!,order_tracking
getting a blue screen iwth SYS-0x0000007B,technical_support
do i pay for return hsipping,return_policy_question
which monitor should i buy ofr my setup,product_information
please When is vision 27 monitor being delivered,order_tracking
can i pick a delivery date please,shipping_delivery
thanks bye,out_of_scope
hello can i return an accessory after 3 weeks,return_policy_question
Keyobard backlight not working thanks,technical_support
"SoundPods  arrived  damaged,  i  want  a  refund",return_refund_request
please nobody has replied in a week,complaint
track order PAC202612345,order_tracking
do you ship to germany please,shipping_delivery
hello 12345 kab tak aayega,order_tracking
please how do i factory reset my my monitor,technical_support
i  need  to  know  where  my  package  is  right  now  thanks,order_tracking
does the Vision 27 monitor have thunedrbolt,product_information
WHEN  WILL  PAC-2026-12350  ARRIVE,order_tracking
Do you sell etxended warranty for soundpods thanks,product_information
hey i need a gst invoice,payment_issue
hello do i need the original box to return,return_policy_question
my phone keeps crashing,technical_support
camera not detected in meetings??,technical_support
"my address is wrong on the ordre, can you fix it",shipping_delivery
BAHUT GANDA SERVICE HAI,complaint
"reufnd initiated 10 days ago, nothing in my account",payment_issue
hello what is the capital of france,out_of_scope
"courier ne abhi tak nahi diya, pac-2026-12350!!",order_tracking
please IS THERE A COD CHARGE,payment_issue
"fan i smaking noise, is that covered",warranty_claim
"please the keyboard stopped working, warranty claim",warranty_claim
hello expected delivery for order PAC-2026-12362,order_tracking
is SoundPods available??,product_information
sir my emi is not showing up,payment_issue
where is my order #12347,order_tracking
hello where is my invoice for order #12347,payment_issue
how do i claim warranty on SoundPods,warranty_claim
what  condition  does  it  need  to  be  in,return_policy_question
IS MY ORDER OUT FO RDELIVERY TODAY!!,order_tracking
kitne din me return kar sakte hai??,return_policy_question
"hey DELIVERY FAILED 3 TIMES, NOW WHAT",shipping_delivery
screen has dead pixels after 2 months,warranty_claim
will  i  pay  customs  on  an  eu  order,shipping_delivery
how long does a warranty repair tkae,warranty_claim
whats the difference bteween ProBook 14 and 16,product_information
kitne din me return kar sakte hai thanks,return_policy_question
WARRANTY KITEN SAAL KA HAI,warranty_claim
Return chahiye order pac-2026-12350,return_refund_request
"my address is wrong on the order, can you fix it",shipping_delivery
"i changed my mind, returning PAC-2026-12362",return_refund_request
tell me a joke,out_of_scope
track order 12345,order_tracking
"my monitor backligh tfailed, covered under warranty?",warranty_claim
screen size of Visio n27?,product_information
what  is  white  glove  delviery,shipping_delivery
"i have 3 deda pixels, will you replace it",warranty_claim
where is my invoice for order PAC-2026-12632,payment_issue
my Phone X keeps crashing,technical_support
hello my order pac-2026-12350 hasnt arrived yet,order_tracking
"i  need  to  return  this  and  get  refunded,  order  PAC-2026-12351",return_refund_request
return policy for monitors? please,return_policy_question
"its been a week and no delivery, order PAC-2026-12351",order_tracking
Do you hsip internationally,shipping_delivery
my  order  PAC202612345  hasnt  arrived  yet,order_tracking
do i get the delivery charge back if i return asap,return_policy_question
sir are software keys returnable urgent,return_policy_question
cancel and refund PAC202612345,return_refund_request
hi three,out_of_scope
Initiate  return  for  12345  thanks,return_refund_request
hey does the probook 16 have thundebrolt,product_information
device  is  overheating  badly,technical_support
"ProBook  14  arrived  damaged,  i  want  a  refund",return_refund_request
order PAC-2026-12345 status please,order_tracking
when will #12347 arirve,order_tracking
if i open the box ca ni still return it,return_policy_question
"hi  wrong  item  delivered,  i  want  to  return  it",return_refund_request
HOW MANY DAYS DO I HAVE T ORETURN,return_policy_question
can  i  return  an  accessory  after  3  weeks,return_policy_question
DO YOU ACCEPT RETURNS ON REFURBISHED UNITS please,return_policy_question
ordre pac-2026-12350 kahan hai,order_tracking
hello screen has dead pixels after 2 months,warranty_claim
can  iget it delivered faster,shipping_delivery
"hi battery died, is this covered",warranty_claim
when  will  #12347  arrive  thanks,order_tracking
hey device is overheating badly,technical_support
hey the tracking hasnt updated in 4 days for PAC-2026-12362,order_tracking
can i return opened items,return_policy_question
"payment error PAY-511, what does that mean",payment_issue
DO  YOU  ACCEPT  RETURNS  ON  REFURBISHE  DUNITS,return_policy_question
PAC-2026-12351 kab tak aayega,order_tracking
whats  the  difference  betwene  ProBook  14  and  16,product_information
what is yuor return policy,return_policy_question
can i chnage my delivery address,shipping_delivery
"this th elaptop is not what i expected, refund please",return_refund_request
hi whats the difference between ProBook 14 and 16,product_information
"sir Its been a week and no delivery, order pac-2026-12362",order_tracking
how  do  i  update  drivers,technical_support
order pca-2026-12350 kahan hai,order_tracking
"I NEED TO RETURN THIS AND GET REFUNDED, ORDER PAC202612345 asap",return_refund_request
m ymonitor ka price kya hai,product_information
i want to speak to a manager rihgt now,complaint
how long is the reutrn period,return_policy_question
can i egt it delivered faster,shipping_delivery
does it cmoe with a charger,product_information
sir getting a blue screen with SYS-0x0000007B,technical_support
what is white glvoe delivery,shipping_delivery
why was my card declined,payment_issue
has  my  order  shipped  yet,order_tracking
which laptop is best for video editing under 80k,product_information
"its been a week and no delivery, order 12345",order_tracking
please ok,out_of_scope
is  my  order  out  for  delivery  today,order_tracking
hello which laptop is best for video editing under 80k,product_information
wehre is my order PAC-2026-12362,order_tracking
hey is my phone still under warranty,warranty_claim
"sir battery died, is this covered",warranty_claim
"hello PROBOOK 14 ARRIVED DAMAGED, I WANT A REFUND",return_refund_request
hey HOW DO I FACTORY RESET MY MY MONITOR,technical_support
"cant  reset  my  password,  the  link  doesnt  work",account_management
what time is it,out_of_scope
hi Battery drains in 2 hours,technical_support
what is 2+2,out_of_scope
hey where is my order PAC-2026-12351!!,order_tracking
are software key sreturnable,return_policy_question
sir when is Tab 11 being delivered,order_tracking
"Shipped 6 days ago, still nothing",order_tracking
sir  any  update  on  12345,order_tracking
please track order PAC-2026-12345,order_tracking
BRO DELIVERY KAB HOGA ORDER PAC-2026-12351,order_tracking
sir how do i add a gstin to my profile,account_management
where is my invoice for order PAC-2026-12351 urgent,payment_issue
my order PAC-2026-12345 hasnt arrived yet,order_tracking
do you deliver on sunadys urgent,shipping_delivery
sir  who  made  you,out_of_scope
i want to return orde rPAC202612345,return_refund_request
"is the return window 14 or 30 days, im confused!!",return_policy_question
hello i need a gst invoice,payment_issue
bluetooth wont pair??,technical_support
are  software  keys  returnable,return_policy_question
hello The tracking hasnt updated in 4 days for pac-2026-12362,order_tracking
ANY UPDATE ON PAC-2026-12351,order_tracking
how do i factory erset my Phone X,technical_support
where is my invoice for order PAC-2026-12351,payment_issue
"sir courier ne abhi tak nahi diya, PAC-2026-12345",order_tracking
how long is the return peirod,return_policy_question
i want to return 12345 and buy something else instead!!,return_refund_request
when will pac-2026-12350 arrive??,order_tracking
track  order  PAC202612345,order_tracking
can i hcange my delivery address,shipping_delivery
hi are software keys returnable,return_policy_question
Where is my order #12347!!,order_tracking
what happens if i return a bulk oredr,return_policy_question
"wrong item delivered, i want to return it??",return_refund_request
hi screen turns off by itself after 5 minutes,technical_support
do you deilver to my pincode,shipping_delivery
my  the  laptop  keeps  crashing,technical_support
wiif keeps dropping on my laptop,technical_support
hey I need to know where my package is right now!!,order_tracking
ORDER 12345 KAHAN HAI!!,order_tracking
Do you deliver to my pincode asap,shipping_delivery
please can i get it delivered faster,shipping_delivery
hello battery drains in 2 hours,technical_support
what is your retunr policy,return_policy_question
my the laptop keeps crashing asap,technical_support
can i pick a delivery date urgent,shipping_delivery
"delivery  failed  3  times,  now  what",shipping_delivery
hi what is the weight of probook 16,product_information
"Is the return window 14 or 30 days, im confuesd",return_policy_question
please what is the weight of the laptop,product_information
Battery health is at 72 percent after 9 months thanks,warranty_claim
can  you  tell  me  the  email  on  my  account,account_management
"its been a week and no delivery, order 12345 please",order_tracking
what is white glove delivery??,shipping_delivery
order pac-2026-12350 kahan hai,order_tracking
"Delivery failed 3 times, now what",shipping_delivery
wifi keeps dropping on my laptop asap,technical_support
any update on 12435,order_tracking
"hey nobody was home for delivery, what happens now",shipping_delivery
please  does  Phone  X  have  wireless  charging,product_information
someone else logged into my account??,account_management
when is phone being delivered,order_tracking
has my roder shipped yet,order_tracking
wifi keeps dropping no my laptop,technical_support
"please SoundPods arrived damaged, i want a refund",return_refund_request
how do i factor yreset my my monitor,technical_support
does Phoen X have wireless charging,product_information
i  need  a  gst  invoice,payment_issue
How much is epxress delivery,shipping_delivery
Whats the retur nwindow for laptops,return_policy_question
please do you deliver on sundays,shipping_delivery
is Phone X available,product_information
hey my refund hasnt come yet its been 2 weeks,payment_issue
order  PAC202612345  kahan  hai,order_tracking
sir why was my card declined,payment_issue
hi Cancel and refund 12345,return_refund_request
where  is  my  order  PAC-2026-12345,order_tracking
do i pay fo rreturn shipping,return_policy_question
"screen flickering, purchased last year, warranty???",warranty_claim
"cuorier ne abhi tak nahi diya, pac-2026-12350 urgent",order_tracking
I was charged twice for order pac-2026-12351??,payment_issue
please my emi is not showing up,payment_issue
warrant yperiod for my monitor?,warranty_claim
"battery  died,  is  this  covered  thanks",warranty_claim
sir can i get it delivered faster urgent,shipping_delivery
screen is flickering asap,technical_support
dleivery charges kitne hai,shipping_delivery
what are the specs of my monitor,product_information
is the my monitor in stock,product_information
"Vision 27 monitor arrived daamged, i want a refund",return_refund_request
no sound from speakers,technical_support
"its been a week and no delivery ,order PAC-2026-12345",order_tracking
"shipped 6 days ago, still nothing asap",order_tracking
can i change m ypayment method after ordering,payment_issue
can i get it delivered faster thanks,shipping_delivery
can tlog in to my account,account_management
"hello Monitor goes black randomly, see attached",technical_support
"sir i changed my mind, returning PAC-2026-12362",return_refund_request
please any update on #12347,order_tracking
hey what happens if i return a bulk order??,return_policy_question
getting ERR-DP-0x004 on my monitor urgent,technical_support
KEYBOARD BACKLIGHT NOT WORKING,technical_support
return karne ka time ktina hai,return_policy_question
how long is the return period,return_policy_question
please Do yo uship internationally!!,shipping_delivery
does warranty cover water damage??,warranty_claim
MY LAPTOP IS VERY SLOW SUDDENLY asap,technical_support
SIHPPING FREE HAI KYA,shipping_delivery
"refund  kar  do  please,  12345  asap",return_refund_request
probook  16  ka  price  kya  hai  please,product_information
how do i add a gstin to my profile,account_management
I smy order out for delivery today,order_tracking
where  is  my  order  PAC-2026-12351,order_tracking
hey can i return opened items,return_policy_question
i  want  my  money  back  for  PAC-2026-12345,return_refund_request
bro delivery kab hoga order PAC-2026-12362,order_tracking
Vision 27 monitor ka price kya hai,product_information
hey will i pay customs on an eu order,shipping_delivery
how do i delete my account,account_management
"plesae process a return, the screen is cracked",return_refund_request
dose it come with a charger,product_information
pac-2206-12350 kab tak aayega,order_tracking
where is ym order 12345,order_tracking
any updat eon PAC-2026-12351,order_tracking
sir how do i update drivers,technical_support
hi how long is the return period,return_policy_question
hello  BATTREY  DRAINS  IN  2  HOURS,technical_support
hi do i pay for return shipping,return_policy_question
where is my order pac-2026-12350,order_tracking
my order 12345 hasnt arrived yet,order_tracking
hi my order PAC-2026-12345 hasnt arrived yet,order_tracking
screen size of Vision 27???,product_information
bought this 8 months ago and it stoppde working??,warranty_claim
why is nobody responding to my emails,complaint
"i need to return this and get refunded, order 12435",return_refund_request
who won the match eysterday,out_of_scope
i was charged twice for order PAC202612345,payment_issue
how  do  i  add  a  gstin  to  my  profile  thanks,account_management
I need my order history exproted,account_management
ARE SOFWTARE KEYS RETURNABLE,return_policy_question
hi delivery charges kitne hai,shipping_delivery
"ProBook 14 arrived damaged, i want a refund",return_refund_request
"device is faulty, stlil in warranty i think",warranty_claim
whats the shipping charge!!,shipping_delivery
"returning the Vision 27 monitor, how much will i get back!!",return_refund_request
delivery charges kitne hai,shipping_delivery
please refund my order 12345,return_refund_request
can i get it delivered faster asap,shipping_delivery
hello how long from order to delivery,shipping_delivery
RETURN CHAHIYE ORDER PAC-2026-12351,return_refund_request
do i ge tthe delivery charge back if i return,return_policy_question
RETURN CHAHIYE ORDER PAC202612345,return_refund_request
do you ship intrenationally,shipping_delivery
IS MY ORDER OUT FO RDELIVERY TODAY,order_tracking
I want my monye back for #12347,return_refund_request
"Device is faulty, still in warranty i think",warranty_claim
i want to return #12347 and buy something else instead,return_refund_request
"my the laptop wont turn on, bought 4 month sago",warranty_claim
"please  this  is  unacceptable,  i've  been  waiting  3  weeks",complaint
BATTERY DRAINS IN 2 HOURS asap,technical_support
can i change my payment method after ordering,payment_issue
sir Do you deliver to my pincode,shipping_delivery
Vision  27  monitor  ka  price  kya  hai,product_information
Srceen size of vision 27?,product_information
i  want  my  money  back  for  #12347  thanks,return_refund_request
"refund  kar  do  please,  PAC-2026-12351",return_refund_request
"sir nobody was home for delivery, what happens now",shipping_delivery
deliver ycharges kitne hai,shipping_delivery
ordre PAC-2026-12351 status please,order_tracking
bro delivery kab hoga order pac-2026-12350,order_tracking
lpatop band ho jata hai baar baar,technical_support
"my address is wrong on the orde,r can you fix it",shipping_delivery
order PAC202612345 kahan hai,order_tracking
does Phone X have wireless charging urgent,product_information
PLEASE REFUND MY ORDER #12347,return_refund_request
sir SOUNDPODS KA PRICE KYA HAI,product_information
where is my invoice for order PAC-2026-12345,payment_issue
sir kitne din me return kar sakte hai,return_policy_question
How d oi factory reset my the laptop,technical_support
my monitor ka price kya hai urgent,product_information
reutrn karne ka time kitna hai,return_policy_question
sir do i need the original box to return,return_policy_question
Do i need the orignial box to return,return_policy_question
hello battery health is at 72 percent after 9 months,warranty_claim
do  you  support  emi  on  50k  orders,payment_issue
can  i  upgrade  the  ram  on  ProBook  14,product_information
"mujhe refund chahiye, probook 16 kharab hai",return_refund_request
whats the difference between PorBook 14 and 16,product_information
"i  need  to  return  this  and  get  refunded,  order  #12347",return_refund_request
Payment failed but amoun tdebited,payment_issue
please how do i factory reset my Tab 11,technical_support
bluetooth wont pair!!,technical_support
does the Vision 27 support 144hz urgent,product_information
sir getting error code WIFI-503,technical_support
the tracking hasnt updated in 4 days for 12345,order_tracking
When  iwll  pac-2026-12362  arrive,order_tracking
warranty period for Phone X?,warranty_claim
order 12345 kahan hai,order_tracking
hi does the Vision 27 monitor have thunderbolt urgent,product_information
"courier ne abhi tak nahi diay, PAC-2026-12362",order_tracking
i want to return PAC-0226-12345 and buy something else instead,return_refund_request
hey has my order shipped yet,order_tracking
DELIVERY DATE FOR PAC-2026-12362?,order_tracking
hello Can i return something i bought 3 weeks ago,return_policy_question
does the Phone X have thunderbolt??,product_information
